rank,token,occurrences,dominant_bm,dominant_count,outlier_bm,outlier_count,recommended_primary_bm,allowed_alternates_bm,flags,score,sample_keys,sample_english,policy_note
1830,عَلَيۡهِ,131,atasnya,90,atasnya/ke tempatnya,1,atasnya,atasnya/kepadanya,outside_policy | slash_gloss | annotative_expansion,56.61,15:52:3,upon him,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1831,عَلَيۡهِ,131,atasnya,90,atasnya/olehnya,1,atasnya,atasnya/kepadanya,outside_policy | slash_gloss | annotative_expansion,56.61,9:128:7,to him,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1832,عَلَيۡهِ,131,atasnya,90,atasnya/terhadapnya,1,atasnya,atasnya/kepadanya,outside_policy | slash_gloss | annotative_expansion,56.61,28:7:9,for him,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1833,عَلَيۡهِ,131,atasnya,90,atasnya/untuknya,1,atasnya,atasnya/kepadanya,outside_policy | slash_gloss | annotative_expansion,56.61,37:146:2,over him,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1834,وَلَٰكِنَّ,53,akan tetapi,45,tetapi,8,akan tetapi,,outside_policy,56.60,2:251:22 | 28:13:14 | 30:6:7 | 34:28:8 | 39:49:19,[and] but | But | but | But | but,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1835,إِن,253,jika,211,sesungguhnya,7,jika,,outside_policy,56.59,17:108:4 | 25:42:1 | 26:40:4 | 26:41:9 | 26:97:2,Indeed | He would have almost | if | if | indeed,Gunakan gloss dominan Quranic sebagai default. Override hanya bila struktur sintaks jelas memaksa makna lain.
1836,فَمَا,69,maka tidak,37,maka,2,maka tidak,,outside_policy,56.59,21:15:1 | 29:24:1,Then not | And not,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1837,لَّا,131,tidak,103,janganlah,5,tidak,,outside_policy,56.59,11:26:2 | 17:22:1 | 22:26:7 | 24:63:1 | 44:19:2,(do) not | (Do) not | (do) not | (Do) not | (do) not,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1838,مِّنۡ,149,dari,142,daripada,1,dari,,outside_policy | annotative_expansion,56.59,21:97:15,of,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1839,قَلِيلٗا,38,sedikit,26,sedikit/beberapa,1,sedikit,,outside_policy | slash_gloss | annotative_expansion,56.53,2:249:28,a few,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1840,قَلِيلٗا,38,sedikit,26,sedikit/kecil,1,sedikit,,outside_policy | slash_gloss | annotative_expansion,56.53,11:116:15,a few,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1841,أَن,461,bahawa,315,agar/bahawa,1,bahawa,agar | supaya | untuk,outside_policy | slash_gloss | annotative_expansion,56.50,11:87:11,that,Gunakan `bahawa` sebagai lalai. Bentuk infinitif/tujuan sahaja patut menggeser kepada `untuk/supaya/agar`.
1842,أَن,461,bahawa,315,bahawa/jika,1,bahawa,agar | supaya | untuk,outside_policy | slash_gloss | annotative_expansion,56.50,2:237:15,[that],Gunakan `bahawa` sebagai lalai. Bentuk infinitif/tujuan sahaja patut menggeser kepada `untuk/supaya/agar`.
1843,أَن,461,bahawa,315,bahawa/ketika,1,bahawa,agar | supaya | untuk,outside_policy | slash_gloss | annotative_expansion,56.50,28:47:2,[that],Gunakan `bahawa` sebagai lalai. Bentuk infinitif/tujuan sahaja patut menggeser kepada `untuk/supaya/agar`.
1844,بَيۡنَكُمۡ,15,di antara kamu,8,di antaramu,2,di antara kamu,,outside_policy,56.50,2:282:102 | 3:55:26,among you | between you,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1845,لَن,36,tidak,15,kami tidak akan,1,tidak,,outside_policy | long_gloss | entity_or_pronoun_shift | annotative_expansion,56.50,20:72:2,Never,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1846,بِإِذۡنِ,23,dengan izin,17,dengan seizin,4,dengan izin,,outside_policy,56.42,4:25:24 | 4:64:7 | 7:58:5 | 40:78:22,with (the) permission | by (the) permission | by (the) permission | by (the) permission,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1847,صِرَٰطٖ,19,jalan,18,jalanan,1,jalan,,outside_policy | annotative_expansion,56.42,7:86:4,path,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1848,يَرَوۡاْ,24,mereka memperhatikan,13,mereka melihat,6,mereka memperhatikan,,outside_policy | entity_or_pronoun_shift,56.42,6:25:15 | 7:146:11 | 7:146:18 | 7:146:25 | 13:41:2,they see | they see | they see | they see | they see,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1849,أَنَّهُمۡ,33,bahawasanya mereka,19,sesungguhnya mereka,8,bahawasanya mereka,,outside_policy | entity_or_pronoun_shift,56.40,2:103:2 | 4:60:6 | 4:64:10 | 4:66:18 | 9:54:8,[that] they | that they | [that] they | [that] they | that they,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1850,إِذَآ,25,apabila,17,apabila/seketika itu,1,apabila,,outside_policy | slash_gloss | annotative_expansion,56.40,30:25:14,behold,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1851,هُوَ,239,Dia,129,ia/itu,6,Dia,Dialah | dia | ia,outside_policy | slash_gloss,56.36,22:12:12 | 22:62:11 | 24:11:12 | 38:67:2 | 44:57:5,[it] | it | it | It (is) | it,Pilih `Dia` bila rujukan kepada Allah jelas; selain itu `dia/ia` mengikut antecedent.
1852,لَهُمۡ,204,bagi mereka,135,kepada mereka,50,bagi mereka,,outside_policy | entity_or_pronoun_shift,56.35,2:11:3 | 2:13:3 | 2:59:8 | 2:65:9 | 2:91:3,to them | to them | to them | to them | to them,Gunakan gloss dominan Quranic sebagai default. Override hanya bila struktur sintaks jelas memaksa makna lain.
1853,يَكُونَ,17,adalah,7,adalah ia (harta),1,adalah,,outside_policy | parenthetical | long_gloss | annotative_expansion,56.35,59:7:19,it becomes,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1854,أَنزَلۡنَا,15,Kami turunkan,6,Kami menurunkan,3,Kami turunkan,,outside_policy | entity_or_pronoun_shift,56.33,16:64:2 | 20:2:2 | 30:35:2,We revealed | We (have) sent down | have We sent,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1855,شَدِيدُ,15,sangat keras,6,sangat/keras,3,sangat keras,,outside_policy | slash_gloss,56.33,40:22:12 | 59:4:11 | 59:7:36,severe | (is) severe | (is) severe,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1856,عَمِلُواْ,15,mereka kerjakan,6,mereka perbuat,3,mereka kerjakan,,outside_policy | entity_or_pronoun_shift,56.33,16:34:4 | 30:41:13 | 45:33:5,they did | they have done | they did,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1857,بِهِۦٓ,31,dengannya,21,dengannya/perbuatan itu,1,dengannya,,outside_policy | slash_gloss | annotative_expansion,56.32,4:50:8,is it ,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1858,عَنۡهُ,31,daripadanya,21,daripada-Nya(Al-Quran),1,daripadanya,,outside_policy | parenthetical | annotative_expansion,56.32,6:26:3,from it,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1859,عَنۡهُ,31,daripadanya,21,daripadanya/azab,1,daripadanya,,outside_policy | slash_gloss | annotative_expansion,56.32,6:16:3,from it,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1860,عَنۡهُ,31,daripadanya,21,daripadanya/baginya,1,daripadanya,,outside_policy | slash_gloss | annotative_expansion,56.32,92:11:3,him,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1861,عَنۡهُ,31,daripadanya,21,daripadanya/kepadanya,1,daripadanya,,outside_policy | slash_gloss | annotative_expansion,56.32,111:2:3,him,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1862,عَنۡهُ,31,daripadanya,21,daripadanya/tentang itu,1,daripadanya,,outside_policy | slash_gloss | annotative_expansion,56.32,17:36:15,[about it],Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1863,مَنِ,19,orang,10,siapa,2,orang,,outside_policy,56.29,17:64:2 | 80:5:2,whoever | (him) who,Kekalkan gloss relatif yang stabil; jangan tambah rujukan entiti pada token ini.
1864,قِيلَ,34,dikatakan,32,ketika dikatakan,1,dikatakan,,outside_policy | annotative_expansion,56.24,2:11:2,it is said,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1865,بِمَآ,43,dengan apa,11,dengan/terhadap apa,2,dengan apa,dengan/menurut apa,outside_policy | slash_gloss,56.17,14:9:28 | 14:22:36,in what | [of what],Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1866,تُتۡلَىٰ,16,dibacakan,15,telah dibacakan,1,dibacakan,,outside_policy | annotative_expansion,56.12,3:101:4,is recited,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1867,مِنۡهُمۡ,56,di antara mereka,22,daripada mereka,3,di antara mereka,,outside_policy | entity_or_pronoun_shift,56.12,30:9:14 | 35:44:14 | 40:82:14,than them | than them | than them,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1868,عَمَّا,44,dari apa,29,tentang apa,3,dari apa,,outside_policy,56.11,2:134:13 | 5:95:40 | 15:93:1,about what | what | About what,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1869,كَيۡفَ,62,bagaimana,58,bagaimana menurut,1,bagaimana,,outside_policy | annotative_expansion,56.06,30:48:10,how,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1870,كَيۡفَ,62,bagaimana,58,sebagaimana,1,bagaimana,,outside_policy | annotative_expansion,56.06,5:64:15,how,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1871,وَإِن,146,dan jika,112,dan tidak,5,dan jika,,outside_policy,56.01,4:117:7 | 4:159:1 | 15:21:1 | 17:44:8 | 19:71:1,and not | And (there is) not | And not | And (there is) not | And (there is) not,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1872,عَمِلُواْ,15,mereka kerjakan,6,mereka kerjakan/amalkan,1,mereka kerjakan,,outside_policy | slash_gloss | entity_or_pronoun_shift | annotative_expansion,56.00,25:23:4,they did,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1873,عَمِلُواْ,15,mereka kerjakan,6,yang mereka kerjakan,1,mereka kerjakan,,outside_policy | long_gloss | entity_or_pronoun_shift | annotative_expansion,56.00,24:38:5,they did,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1874,وَإِنَّهُۥ,24,dan sesungguhnya ia,6,dan sesungguhnya Dia,2,dan sesungguhnya ia,dan sesungguhnya dia | dan sesungguhnya ia (Al Qur'an),outside_policy | long_gloss,56.00,6:165:19 | 7:167:17,"and indeed, He (is) | but indeed, He",Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1875,ٱلسَّبِيلِ,15,jalan,10,(dalam) perjalanan,1,jalan,,outside_policy | parenthetical | annotative_expansion,56.00,2:177:28,the wayfarer,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1876,ٱلسَّبِيلِ,15,jalan,10,yang dalam perjalanan,1,jalan,,outside_policy | long_gloss | annotative_expansion,56.00,17:26:7,and the wayfarer,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1877,جَمِيعٗا,29,semuanya,19,semua,3,semuanya,,outside_policy,55.99,5:48:46 | 6:22:3 | 34:40:3,all | all | all,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1878,هَٰذَا,146,ini,136,dalam ini,1,ini,,outside_policy | annotative_expansion,55.95,17:89:5,this,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1879,بَيۡنَهُمَا,18,di antara keduanya,13,antara keduanya,4,di antara keduanya,,outside_policy,55.92,4:128:14 | 21:16:6 | 25:53:12 | 32:4:7,between themselves  | (is) between them | between them | (is) between them,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1880,أَكۡثَرَ,25,kebanyakan,18,lebih banyak,4,kebanyakan,,outside_policy,55.85,4:12:67 | 30:9:19 | 40:82:13 | 58:7:30,more | more | more numerous | more,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1881,لَوۡلَآ,20,mengapa tidak,13,jika tidak,3,mengapa tidak,,outside_policy,55.83,7:43:20 | 28:10:10 | 28:82:16,if not | if not | If not,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1882,إِن,253,jika,211,tidak,9,jika,,outside_policy,55.80,4:117:1 | 19:93:1 | 28:19:19 | 35:40:27 | 36:29:1,Not | Not | Not | not | Not,Gunakan gloss dominan Quranic sebagai default. Override hanya bila struktur sintaks jelas memaksa makna lain.
1883,بَعۡدِ,82,sesudah,76,sesudah itu,1,sesudah,,outside_policy | annotative_expansion,55.80,24:5:5,after,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1884,بَعۡدِ,82,sesudah,76,sesudahnya,1,sesudah,,outside_policy | annotative_expansion,55.80,4:12:20,after,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1885,كُنَّا,62,adalah kami,28,Kami adalah,4,adalah kami,adalah Kami | kami | kami adalah,outside_policy | entity_or_pronoun_shift,55.80,7:7:5 | 21:17:10 | 23:17:7 | 23:30:6,were We | We were | We are | We are,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1886,ٱلۡكِتَٰبَ,74,Kitab,29,Al Kitab (Al-Quran),1,Kitab,Al Kitab | kitab,outside_policy | parenthetical | long_gloss | annotative_expansion,55.76,3:3:3,the Book,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1887,ٱلۡكِتَٰبَ,74,Kitab,29,Al Kitab (Taurat),1,Kitab,Al Kitab | kitab,outside_policy | parenthetical | long_gloss | annotative_expansion,55.76,2:53:4,the Book,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1888,يَكُونُ,18,adalah,7,adalah ia (Isa),1,adalah,,outside_policy | parenthetical | long_gloss | annotative_expansion,55.67,4:159:12,he will be,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1889,جَمِيعٗا,29,semuanya,19,semuanya/bersatu,1,semuanya,,outside_policy | slash_gloss | annotative_expansion,55.66,59:14:16,(are) united,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1890,تَعۡبُدُونَ,20,kamu sembah,11,kamu menyembah,8,kamu sembah,,outside_policy | entity_or_pronoun_shift,55.62,2:83:7 | 2:172:14 | 10:28:18 | 10:104:13 | 12:40:2,you will worship | worship Him | worship us | you worship | you worship,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1891,ٱلَّيۡلِ,25,malam,23,sebagian malam,1,malam,,outside_policy | annotative_expansion,55.60,76:26:2,the night,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1892,كَانَ,323,adalah,157,ada/patut,5,adalah,ada | menjadi,outside_policy | slash_gloss,55.58,9:17:2 | 9:113:2 | 9:120:2 | 9:122:2 | 12:38:8,(It) is not | (it) is | it was | is | was,"Untuk WBW, `adalah` lebih stabil daripada variasi gaya bebas."
1893,ٱتَّخَذُواْ,17,mereka mengambil,4,mereka jadikan,2,mereka mengambil,(mereka) mengambil/menjadikan,outside_policy | entity_or_pronoun_shift,55.56,45:10:12 | 46:28:4,they had taken | they had taken,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1894,إِلَّا,562,kecuali,366,kecuali (kurang),1,kecuali,hanyalah | melainkan | selain,outside_policy | parenthetical | annotative_expansion,55.54,29:14:10,save,Kekalkan pengecualian sebagai sense utama.
1895,ذَا,16,mempunyai,8,orang,2,mempunyai,,outside_policy,55.50,2:245:2 | 2:255:21,(is) the one | (is) the one,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1896,هُدٗى,24,petunjuk,22,menjadi petunjuk,1,petunjuk,,outside_policy | annotative_expansion,55.50,3:4:3,(as) guidance,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1897,وَأَنَا۠,16,dan aku,8,dan saya,2,dan aku,,outside_policy,55.50,10:90:25 | 26:20:4,and I am | I,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1898,وَإِنَّا,28,dan sesungguhnya kami,14,dan sesungguhnya,2,dan sesungguhnya kami,,outside_policy,55.50,11:109:16 | 12:82:10,"And indeed, We | And indeed, we",Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1899,ٱلۡعَظِيمُ,16,yang besar,8,Maha Besar,2,yang besar,,outside_policy,55.50,2:255:50 | 42:4:10,the Most Great | the Most Great,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1900,ٱلۡفَوۡزُ,16,keuntungan,8,keberuntungan,2,keuntungan,,outside_policy,55.50,5:119:23 | 85:11:13,(is) the success | (is) the success,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1901,عَذَابَ,37,azab,24,azab/seksa,1,azab,,outside_policy | slash_gloss | annotative_expansion,55.46,67:5:11,punishment,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1902,عَذَابَ,37,azab,24,seksaan/azab,1,azab,,outside_policy | slash_gloss | annotative_expansion,55.46,70:28:2,(the) punishment,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1903,ٱلنَّبِيُّ,17,Nabi,11,Nabi itu,1,Nabi,,outside_policy | entity_or_pronoun_shift | annotative_expansion,55.41,33:6:1,The Prophet,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
1904,ذَٰلِكَ,264,demikian itu,131,demikan itu,2,demikian itu,demikian | demikian/itu,outside_policy,55.39,39:15:16 | 64:9:25,that  | That,Kekalkan sense dominan Quranic sebagai gloss lalai. Alternate hanya jika konteks memaksa.
